source_index,true_label,video_score,camera_id,zone_id,timestamp,video_uncertainty
304,1,1.0,3,1,2024-04-11 12:42:00,0.0
76339,1,1.0,2,5,2024-03-15 11:24:00,0.0
31047,1,1.0,8,4,2024-03-13 14:31:00,0.0
80923,1,1.0,7,1,2024-05-06 13:50:00,0.0
13814,1,1.0,1,4,2024-05-25 09:14:00,0.0
162826,1,1.0,8,5,2024-02-28 03:33:00,0.0
177339,1,1.0,4,5,2024-04-15 11:57:00,0.0
37075,1,1.0,10,1,2024-02-15 19:25:00,0.0
81642,1,1.0,3,2,2024-01-22 16:02:00,0.0
84205,0,0.0,4,1,2024-01-09 20:13:00,0.0
181113,1,1.0,7,2,2024-04-23 06:13:00,0.0
169129,1,1.0,4,2,2024-04-12 19:27:00,0.0
167304,1,1.0,4,4,2024-02-16 11:44:00,0.0
88518,0,0.0,5,2,2024-02-01 08:11:00,0.0
191437,1,1.0,5,5,2024-01-21 09:39:00,0.0
45068,1,1.0,4,3,2024-03-30 05:59:00,0.0
147302,1,1.0,5,5,2024-04-01 06:24:00,0.0
201881,1,1.0,8,2,2024-02-11 03:18:00,0.0
58649,1,1.0,3,5,2024-01-31 17:57:00,0.0
114357,1,1.0,4,3,2024-02-01 10:54:00,0.0
201553,1,1.0,6,3,2024-03-27 19:04:00,0.0
194797,1,1.0,9,5,2024-02-12 02:11:00,0.0
86121,0,0.0,3,1,2024-03-11 01:43:00,0.0
8838,1,1.0,9,3,2024-04-12 07:54:00,0.0
43414,1,1.0,6,4,2024-05-17 02:03:00,0.0
169865,1,1.0,7,2,2024-01-30 20:23:00,0.0
206441,1,1.0,9,1,2024-05-03 17:00:00,0.0
28457,1,1.0,2,2,2024-02-11 18:33:00,0.0
104237,1,1.0,2,3,2024-01-30 23:37:00,0.0
177684,1,1.0,3,2,2024-01-25 22:47:00,0.0
165554,1,1.0,6,3,2024-03-20 06:20:00,0.0
2695,1,1.0,5,4,2024-01-31 19:44:00,0.0
207370,1,1.0,1,2,2024-04-27 00:10:00,0.0
161016,1,1.0,4,2,2024-05-19 21:08:00,0.0
89478,0,0.0,7,1,2024-05-23 21:06:00,0.0
11686,1,0.99,8,3,2024-02-16 01:57:00,0.020000000000000018
135702,1,1.0,9,2,2024-05-02 03:39:00,0.0
76927,1,1.0,8,3,2024-03-11 18:00:00,0.0
136288,1,1.0,4,5,2024-02-22 22:46:00,0.0
38808,1,1.0,10,3,2024-01-14 05:20:00,0.0
137471,1,1.0,1,1,2024-02-05 23:11:00,0.0
134107,1,1.0,5,4,2024-03-29 11:02:00,0.0
42396,1,1.0,7,2,2024-01-21 07:33:00,0.0
200355,1,1.0,7,1,2024-02-07 19:17:00,0.0
142902,1,1.0,8,3,2024-05-07 16:23:00,0.0
85537,0,0.0,2,2,2024-01-19 16:30:00,0.0
165713,1,1.0,10,2,2024-01-10 10:56:00,0.0
173964,1,1.0,1,1,2024-02-27 19:02:00,0.0
102403,1,0.99,4,5,2024-03-18 12:07:00,0.020000000000000018
127284,0,0.0,6,1,2024-05-14 07:26:00,0.0
167016,1,1.0,6,2,2024-04-07 06:45:00,0.0
30329,1,1.0,4,5,2024-04-18 20:49:00,0.0
87364,0,0.0,9,5,2024-01-18 08:43:00,0.0
30811,1,1.0,10,1,2024-04-04 14:06:00,0.0
23219,1,1.0,9,3,2024-01-15 06:29:00,0.0
115654,0,0.02,1,3,2024-03-26 21:59:00,0.040000000000000036
126494,0,0.0,9,2,2024-05-16 18:36:00,0.0
73394,1,1.0,6,5,2024-05-09 16:03:00,0.0
136136,1,1.0,1,3,2024-02-24 15:36:00,0.0
188108,1,1.0,6,5,2024-02-23 01:53:00,0.0
120316,1,1.0,2,1,2024-02-20 22:57:00,0.0
122094,0,0.0,5,4,2024-01-08 07:33:00,0.0
187583,1,1.0,2,4,2024-03-19 08:33:00,0.0
161328,1,1.0,1,5,2024-03-30 01:56:00,0.0
36353,1,1.0,3,2,2024-02-29 21:23:00,0.0
105710,0,0.0,5,2,2024-04-11 15:09:00,0.0
68855,1,1.0,6,3,2024-03-17 01:15:00,0.0
132898,1,1.0,4,2,2024-01-04 11:38:00,0.0
180512,1,1.0,8,4,2024-03-11 00:42:00,0.0
30095,1,1.0,9,2,2024-03-20 19:22:00,0.0
116452,0,0.0,9,3,2024-03-23 22:19:00,0.0
57116,1,1.0,9,3,2024-05-09 12:09:00,0.0
22956,1,1.0,5,5,2024-01-08 23:53:00,0.0
145221,1,1.0,10,5,2024-04-10 14:49:00,0.0
185680,1,1.0,1,2,2024-04-08 10:35:00,0.0
65312,1,1.0,9,5,2024-04-10 22:52:00,0.0
28320,1,1.0,3,4,2024-04-28 00:05:00,0.0
118930,1,1.0,6,4,2024-03-07 12:59:00,0.0
44322,1,1.0,5,4,2024-04-20 03:24:00,0.0
179449,1,1.0,8,4,2024-03-06 22:51:00,0.0
142630,1,1.0,3,2,2024-01-06 21:39:00,0.0
152369,1,1.0,7,1,2024-03-02 10:02:00,0.0
36226,1,1.0,10,3,2024-05-15 03:32:00,0.0
148113,1,1.0,6,5,2024-05-03 00:19:00,0.0
152742,1,1.0,7,3,2024-04-02 12:35:00,0.0
89304,0,0.0,10,2,2024-04-08 18:59:00,0.0
136636,1,1.0,10,2,2024-02-16 17:55:00,0.0
132291,1,1.0,8,1,2024-04-08 23:04:00,0.0
28510,1,1.0,5,1,2024-02-01 15:28:00,0.0
139080,1,1.0,3,4,2024-03-05 22:36:00,0.0
208552,1,1.0,10,1,2024-02-22 08:28:00,0.0
188699,1,1.0,8,4,2024-01-02 05:13:00,0.0
45861,1,1.0,5,5,2024-04-02 03:04:00,0.0
99946,0,0.0,7,4,2024-04-26 17:35:00,0.0
98221,1,0.99,4,1,2024-04-19 16:17:00,0.020000000000000018
113509,0,0.0,6,5,2024-03-10 02:13:00,0.0
37789,1,1.0,10,2,2024-03-04 13:50:00,0.0
67681,1,1.0,5,2,2024-03-06 15:05:00,0.0
21885,1,1.0,6,1,2024-05-16 15:44:00,0.0
138079,1,1.0,1,1,2024-02-14 16:28:00,0.0
138357,1,1.0,8,1,2024-04-18 01:47:00,0.0
42780,1,1.0,1,5,2024-04-24 06:14:00,0.0
180198,1,1.0,9,4,2024-02-01 06:52:00,0.0
112347,0,0.0,2,1,2024-02-19 00:34:00,0.0
69488,1,1.0,9,5,2024-04-30 07:39:00,0.0
20759,1,1.0,7,5,2024-04-16 12:44:00,0.0
84328,0,0.0,2,2,2024-05-03 05:38:00,0.0
100896,1,1.0,7,1,2024-02-14 15:32:00,0.0
58589,1,1.0,8,5,2024-04-05 12:29:00,0.0
193292,1,1.0,5,3,2024-03-06 12:49:00,0.0
7600,1,1.0,4,2,2024-03-06 20:57:00,0.0
15580,1,1.0,1,2,2024-01-18 12:28:00,0.0
79550,1,1.0,1,1,2024-03-03 09:50:00,0.0
160845,1,1.0,9,5,2024-03-17 03:22:00,0.0
194375,1,1.0,2,4,2024-03-23 05:04:00,0.0
72154,1,1.0,10,4,2024-01-13 08:08:00,0.0
207170,1,1.0,3,4,2024-01-15 06:18:00,0.0
93872,1,0.99,2,3,2024-04-21 03:40:00,0.020000000000000018
160503,1,1.0,1,1,2024-01-07 08:27:00,0.0
59416,1,1.0,2,4,2024-05-20 06:17:00,0.0
55743,1,1.0,2,2,2024-03-20 21:56:00,0.0
179599,1,1.0,6,3,2024-02-14 12:16:00,0.0
201482,1,1.0,10,4,2024-01-26 00:21:00,0.0
166815,1,1.0,6,4,2024-03-12 16:16:00,0.0
154029,1,1.0,7,3,2024-03-01 15:59:00,0.0
179687,1,1.0,7,4,2024-01-03 08:40:00,0.0
93661,0,0.0,1,2,2024-03-08 21:53:00,0.0
33047,1,1.0,9,3,2024-04-27 08:39:00,0.0
84264,0,0.0,8,1,2024-04-22 08:51:00,0.0
29309,1,1.0,1,1,2024-01-15 03:46:00,0.0
97059,0,0.0,7,4,2024-05-09 07:48:00,0.0
75107,1,1.0,3,4,2024-01-27 13:00:00,0.0
164168,1,1.0,2,4,2024-03-11 16:31:00,0.0
72325,1,1.0,9,4,2024-01-17 18:45:00,0.0
88976,0,0.0,10,1,2024-02-27 19:21:00,0.0
99850,0,0.01,8,5,2024-02-12 12:06:00,0.020000000000000018
167389,1,1.0,9,3,2024-05-07 16:41:00,0.0
125375,1,0.99,4,1,2024-05-14 04:36:00,0.020000000000000018
91595,0,0.0,10,3,2024-02-23 09:26:00,0.0
166877,1,1.0,10,4,2024-03-05 12:10:00,0.0
127042,1,1.0,8,5,2024-01-27 14:44:00,0.0
133860,1,1.0,4,4,2024-01-09 07:48:00,0.0
158523,1,1.0,4,2,2024-01-26 16:08:00,0.0
157594,1,1.0,4,4,2024-05-09 21:52:00,0.0
119361,1,1.0,5,5,2024-01-22 11:59:00,0.0
162734,1,1.0,1,4,2024-02-22 14:13:00,0.0
176820,1,1.0,4,4,2024-03-11 16:55:00,0.0
32677,1,1.0,5,3,2024-01-04 17:31:00,0.0
173918,1,1.0,8,1,2024-02-24 11:24:00,0.0
90727,0,0.0,10,2,2024-04-17 08:28:00,0.0
189959,1,1.0,3,1,2024-01-21 11:13:00,0.0
47950,1,1.0,6,3,2024-02-10 12:27:00,0.0
80661,1,1.0,1,2,2024-03-30 08:10:00,0.0
67908,1,1.0,9,5,2024-05-26 10:57:00,0.0
135337,1,1.0,9,1,2024-02-24 00:01:00,0.0
36043,1,1.0,7,1,2024-04-19 07:45:00,0.0
163831,1,1.0,9,3,2024-01-18 16:36:00,0.0
123019,0,0.0,3,4,2024-04-03 06:34:00,0.0
138394,1,1.0,2,5,2024-03-10 15:02:00,0.0
142868,1,1.0,4,2,2024-02-12 01:04:00,0.0
8266,1,1.0,4,5,2024-05-12 18:53:00,0.0
98646,0,0.0,5,4,2024-05-09 15:13:00,0.0
179347,1,1.0,7,2,2024-03-19 20:52:00,0.0
168228,1,1.0,9,4,2024-05-15 06:53:00,0.0
31381,1,1.0,4,5,2024-04-19 22:21:00,0.0
8347,1,1.0,8,1,2024-02-04 06:01:00,0.0
8010,1,1.0,10,3,2024-02-29 17:06:00,0.0
184183,1,1.0,4,2,2024-05-01 02:58:00,0.0
60219,1,1.0,2,4,2024-01-02 23:11:00,0.0
118274,0,0.0,1,3,2024-03-31 15:43:00,0.0
63430,1,1.0,10,2,2024-04-18 18:58:00,0.0
41960,1,1.0,6,1,2024-05-16 14:09:00,0.0
62321,1,1.0,3,5,2024-01-19 13:23:00,0.0
187746,1,1.0,3,5,2024-03-08 22:16:00,0.0
54082,1,1.0,9,5,2024-05-19 07:53:00,0.0
176209,1,1.0,1,2,2024-03-07 15:24:00,0.0
107681,1,1.0,3,1,2024-01-06 02:46:00,0.0
94738,0,0.0,10,1,2024-05-09 12:46:00,0.0
182579,1,1.0,6,4,2024-01-04 20:01:00,0.0
112778,0,0.01,8,2,2024-03-23 10:24:00,0.020000000000000018
51815,1,1.0,7,3,2024-02-11 02:30:00,0.0
92237,0,0.0,7,4,2024-05-13 06:36:00,0.0
118087,0,0.0,6,1,2024-02-17 08:07:00,0.0
36448,1,1.0,4,4,2024-01-14 07:46:00,0.0
65722,1,1.0,6,2,2024-03-03 21:42:00,0.0
182334,1,1.0,3,3,2024-05-09 00:12:00,0.0
34016,1,1.0,9,3,2024-01-20 00:55:00,0.0
79277,1,1.0,5,4,2024-01-25 09:37:00,0.0
185463,1,1.0,5,5,2024-05-16 16:22:00,0.0
483,1,1.0,9,2,2024-04-25 09:17:00,0.0
59429,1,1.0,6,1,2024-04-21 08:09:00,0.0
183364,1,1.0,10,3,2024-03-19 15:34:00,0.0
164266,1,1.0,9,3,2024-05-24 20:56:00,0.0
103772,1,0.97,4,4,2024-02-21 23:00:00,0.06000000000000005
140674,1,1.0,2,5,2024-01-19 07:55:00,0.0
10542,1,1.0,10,1,2024-04-07 16:45:00,0.0
173384,1,1.0,5,3,2024-01-09 14:24:00,0.0
122178,0,0.0,9,3,2024-01-08 11:24:00,0.0
17468,1,1.0,2,1,2024-03-08 04:05:00,0.0
47487,1,1.0,9,3,2024-05-20 16:00:00,0.0
209439,1,1.0,4,5,2024-04-24 15:32:00,0.0
49636,1,1.0,1,2,2024-04-22 14:05:00,0.0
55787,1,1.0,5,4,2024-04-14 01:15:00,0.0
25676,1,1.0,7,5,2024-05-07 23:28:00,0.0
80468,1,1.0,10,5,2024-01-22 16:12:00,0.0
113360,0,0.0,9,2,2024-03-28 21:15:00,0.0
176777,1,1.0,1,5,2024-01-20 20:08:00,0.0
18765,1,1.0,9,2,2024-04-20 14:20:00,0.0
183857,1,1.0,1,5,2024-03-09 00:12:00,0.0
168191,1,1.0,9,4,2024-05-07 16:48:00,0.0
111544,0,0.0,7,4,2024-01-14 09:46:00,0.0
86484,1,1.0,7,4,2024-05-09 02:30:00,0.0
22353,1,1.0,9,2,2024-04-12 00:13:00,0.0
55838,1,1.0,8,5,2024-05-15 04:43:00,0.0
1648,1,1.0,6,1,2024-05-25 10:27:00,0.0
154197,1,1.0,2,5,2024-01-14 11:55:00,0.0
97605,0,0.0,5,2,2024-01-22 10:34:00,0.0
202656,1,1.0,7,2,2024-05-11 02:28:00,0.0
111031,0,0.0,5,3,2024-04-18 01:46:00,0.0
36993,1,1.0,1,1,2024-01-08 23:44:00,0.0
144918,1,1.0,9,2,2024-01-14 15:45:00,0.0
107279,0,0.0,6,1,2024-03-08 11:02:00,0.0
174586,1,1.0,6,1,2024-02-24 03:41:00,0.0
90792,0,0.01,4,2,2024-03-30 00:02:00,0.020000000000000018
106795,0,0.0,8,3,2024-01-19 15:53:00,0.0
188365,1,1.0,6,2,2024-03-06 10:08:00,0.0
209598,1,1.0,10,3,2024-01-25 05:51:00,0.0
151369,1,1.0,4,1,2024-02-25 02:32:00,0.0
195380,1,1.0,8,2,2024-01-16 19:47:00,0.0
5818,1,1.0,9,2,2024-01-19 09:06:00,0.0
108328,1,1.0,10,1,2024-04-25 13:31:00,0.0
110435,0,0.01,2,5,2024-01-17 21:10:00,0.020000000000000018
109604,0,0.0,1,4,2024-05-12 05:52:00,0.0
174365,1,1.0,10,5,2024-01-10 06:52:00,0.0
204068,1,1.0,3,2,2024-05-22 17:30:00,0.0
183645,1,1.0,10,4,2024-03-25 04:27:00,0.0
210106,1,1.0,9,3,2024-02-22 14:25:00,0.0
37749,1,1.0,7,3,2024-04-03 00:55:00,0.0
146202,1,1.0,5,1,2024-01-10 21:33:00,0.0
198474,1,1.0,9,1,2024-05-10 21:29:00,0.0
153221,1,1.0,1,5,2024-01-16 03:01:00,0.0
155595,1,1.0,1,5,2024-05-08 08:37:00,0.0
204020,1,1.0,8,3,2024-05-02 12:21:00,0.0
152386,1,1.0,2,1,2024-02-20 03:53:00,0.0
131804,1,1.0,3,5,2024-03-29 23:58:00,0.0
151809,1,1.0,5,3,2024-01-13 10:18:00,0.0
130723,1,1.0,8,1,2024-04-24 13:26:00,0.0
195011,1,1.0,9,5,2024-03-01 19:21:00,0.0
62690,1,1.0,6,5,2024-02-19 21:17:00,0.0
130450,0,0.01,9,1,2024-04-07 11:34:00,0.020000000000000018
23994,1,1.0,2,2,2024-02-08 10:20:00,0.0
162588,1,1.0,9,4,2024-02-18 23:31:00,0.0
81531,0,0.0,6,3,2024-04-05 05:24:00,0.0
179648,1,1.0,7,2,2024-01-09 23:04:00,0.0
194490,1,1.0,6,4,2024-04-19 17:05:00,0.0
100116,0,0.0,6,4,2024-03-31 22:20:00,0.0
52170,1,1.0,1,3,2024-01-08 11:25:00,0.0
68778,1,1.0,9,2,2024-04-07 14:53:00,0.0
101018,0,0.0,6,3,2024-03-09 06:45:00,0.0
50825,1,1.0,2,4,2024-02-12 07:36:00,0.0
206207,1,1.0,1,3,2024-03-30 05:07:00,0.0
186947,1,1.0,1,4,2024-02-22 08:49:00,0.0
210969,1,1.0,9,5,2024-01-14 12:17:00,0.0
56084,1,1.0,1,5,2024-01-30 11:12:00,0.0
141622,1,1.0,3,5,2024-04-15 14:24:00,0.0
660,1,1.0,5,5,2024-05-23 17:45:00,0.0
91245,0,0.0,10,2,2024-04-23 06:52:00,0.0
28958,1,1.0,3,3,2024-05-26 01:50:00,0.0
124644,0,0.0,9,2,2024-02-20 23:42:00,0.0
173035,1,1.0,5,1,2024-05-16 16:07:00,0.0
36635,1,1.0,5,4,2024-05-22 18:44:00,0.0
148123,1,1.0,9,3,2024-02-01 11:06:00,0.0
158628,1,1.0,7,1,2024-04-10 03:41:00,0.0
145483,1,1.0,2,5,2024-02-26 11:21:00,0.0
170992,1,1.0,4,3,2024-02-10 15:29:00,0.0
25891,1,1.0,3,5,2024-04-24 10:51:00,0.0
95824,0,0.01,6,5,2024-03-25 04:55:00,0.020000000000000018
195743,1,1.0,10,1,2024-03-05 13:03:00,0.0
201777,1,1.0,8,2,2024-05-25 10:55:00,0.0
173975,1,1.0,3,2,2024-03-11 00:22:00,0.0
180608,1,1.0,7,3,2024-01-06 11:53:00,0.0
185097,1,1.0,5,4,2024-04-18 04:52:00,0.0
208674,1,1.0,2,2,2024-02-20 21:37:00,0.0
68287,1,1.0,6,1,2024-05-07 02:53:00,0.0
201308,1,1.0,1,3,2024-02-08 13:56:00,0.0
109139,0,0.0,1,4,2024-04-27 17:28:00,0.0
124731,1,1.0,6,2,2024-01-06 17:05:00,0.0
38473,1,1.0,10,3,2024-02-01 15:23:00,0.0
14928,1,1.0,5,2,2024-04-30 14:03:00,0.0
126635,1,1.0,3,2,2024-05-12 05:01:00,0.0
72183,1,1.0,7,4,2024-02-21 15:17:00,0.0
54573,1,1.0,9,1,2024-02-09 20:51:00,0.0
3899,1,1.0,4,2,2024-04-15 13:19:00,0.0
40779,1,1.0,2,2,2024-03-03 03:55:00,0.0
165291,1,1.0,6,3,2024-02-21 06:29:00,0.0
155018,1,1.0,1,3,2024-04-16 10:38:00,0.0
190923,1,1.0,5,5,2024-04-20 04:38:00,0.0
126569,1,0.99,6,5,2024-05-09 06:51:00,0.020000000000000018
52056,1,1.0,4,2,2024-03-24 03:30:00,0.0
98144,0,0.0,6,5,2024-03-04 12:36:00,0.0
60873,1,1.0,1,3,2024-04-23 22:19:00,0.0
11630,1,1.0,8,5,2024-01-27 22:12:00,0.0
52392,1,1.0,7,3,2024-01-16 07:46:00,0.0
10306,1,1.0,7,3,2024-02-01 18:03:00,0.0
153562,1,1.0,5,3,2024-05-10 02:16:00,0.0
82531,0,0.0,3,5,2024-04-27 12:40:00,0.0
14366,1,1.0,4,2,2024-03-04 00:59:00,0.0
73403,1,1.0,5,3,2024-05-18 17:57:00,0.0
207238,1,1.0,1,1,2024-02-27 03:19:00,0.0
141743,1,1.0,8,3,2024-01-31 01:50:00,0.0
70367,1,1.0,9,2,2024-02-04 17:28:00,0.0
112895,1,1.0,8,1,2024-01-07 10:51:00,0.0
51817,1,1.0,2,3,2024-01-13 07:06:00,0.0
162731,1,1.0,2,3,2024-02-28 09:35:00,0.0
187415,1,1.0,4,2,2024-01-18 12:47:00,0.0
71619,1,1.0,9,3,2024-01-31 23:01:00,0.0
44869,1,1.0,5,4,2024-02-03 10:10:00,0.0
45207,1,1.0,10,4,2024-02-24 23:50:00,0.0
148272,1,1.0,7,5,2024-03-09 15:52:00,0.0
83393,0,0.0,3,3,2024-02-13 13:35:00,0.0
87947,0,0.0,2,4,2024-02-09 21:42:00,0.0
206357,1,1.0,1,3,2024-01-24 12:32:00,0.0
43858,1,1.0,8,5,2024-05-02 08:21:00,0.0
161693,1,1.0,10,2,2024-01-10 11:40:00,0.0
112465,0,0.0,9,5,2024-05-09 16:38:00,0.0
189083,1,1.0,8,2,2024-05-24 10:54:00,0.0
195986,1,1.0,4,2,2024-03-21 21:15:00,0.0
124399,0,0.01,1,2,2024-02-26 17:00:00,0.020000000000000018
35234,1,1.0,2,1,2024-04-29 09:43:00,0.0
208567,1,1.0,10,2,2024-04-16 01:47:00,0.0
16636,1,1.0,4,1,2024-02-23 07:37:00,0.0
24784,1,1.0,1,1,2024-05-13 23:39:00,0.0
3815,1,1.0,5,1,2024-01-20 23:37:00,0.0
189513,1,1.0,3,3,2024-03-11 16:02:00,0.0
197410,1,1.0,7,4,2024-02-04 12:33:00,0.0
204715,1,1.0,3,1,2024-01-03 18:09:00,0.0
65271,1,1.0,8,3,2024-03-27 13:25:00,0.0
118399,0,0.0,7,1,2024-05-11 11:01:00,0.0
100910,1,1.0,8,5,2024-03-01 16:32:00,0.0
27422,1,1.0,2,2,2024-01-22 05:23:00,0.0
88735,0,0.01,4,3,2024-02-09 07:37:00,0.020000000000000018
185361,1,1.0,2,5,2024-05-02 05:46:00,0.0
53129,1,1.0,5,4,2024-05-13 13:24:00,0.0
186312,1,1.0,6,5,2024-01-09 19:53:00,0.0
1711,1,1.0,6,3,2024-04-14 00:58:00,0.0
22669,1,1.0,3,5,2024-03-19 23:20:00,0.0
93628,0,0.01,4,5,2024-01-21 01:29:00,0.020000000000000018
75989,1,1.0,5,1,2024-03-09 08:29:00,0.0
65460,1,1.0,1,5,2024-01-25 01:19:00,0.0
38518,1,1.0,8,1,2024-04-13 20:16:00,0.0
156979,1,1.0,7,2,2024-02-29 00:38:00,0.0
105195,0,0.0,8,1,2024-04-06 18:39:00,0.0
5714,1,1.0,5,2,2024-05-19 05:59:00,0.0
140766,1,1.0,6,3,2024-01-05 04:32:00,0.0
178722,1,1.0,6,3,2024-05-23 10:39:00,0.0
93710,1,0.98,6,1,2024-05-23 10:40:00,0.040000000000000036
203636,1,1.0,9,2,2024-03-13 23:12:00,0.0
56787,1,1.0,9,3,2024-02-06 08:53:00,0.0
64409,1,1.0,2,2,2024-03-23 16:32:00,0.0
96120,0,0.0,7,1,2024-01-03 19:57:00,0.0
65539,1,1.0,4,2,2024-03-02 14:54:00,0.0
119135,1,1.0,8,5,2024-02-04 12:27:00,0.0
101480,0,0.03,5,3,2024-05-22 17:49:00,0.06000000000000005
47900,1,1.0,8,2,2024-01-22 19:46:00,0.0
77607,1,1.0,3,4,2024-05-18 22:23:00,0.0
86592,0,0.0,9,2,2024-01-21 11:47:00,0.0
117863,0,0.0,10,3,2024-01-02 04:56:00,0.0
196651,1,1.0,8,3,2024-03-12 03:46:00,0.0
196898,1,1.0,1,2,2024-04-27 13:59:00,0.0
192186,1,1.0,7,2,2024-03-18 10:25:00,0.0
102590,0,0.0,2,4,2024-03-25 00:43:00,0.0
4210,1,1.0,5,3,2024-05-19 02:05:00,0.0
113877,0,0.0,9,3,2024-04-10 15:51:00,0.0
74268,1,1.0,4,2,2024-04-09 15:55:00,0.0
179629,1,1.0,3,4,2024-04-29 19:50:00,0.0
109667,0,0.0,3,5,2024-01-06 19:44:00,0.0
198824,1,1.0,2,4,2024-01-01 07:07:00,0.0
156341,1,1.0,10,2,2024-03-09 14:55:00,0.0
6500,1,1.0,7,2,2024-01-10 23:39:00,0.0
88446,0,0.0,6,3,2024-01-08 13:36:00,0.0
99510,0,0.0,4,3,2024-03-29 18:58:00,0.0
19550,1,1.0,1,3,2024-03-13 12:50:00,0.0
82454,1,0.98,7,4,2024-03-26 03:06:00,0.040000000000000036
161628,1,1.0,4,4,2024-02-15 05:50:00,0.0
177506,1,1.0,4,3,2024-03-17 13:41:00,0.0
6597,1,1.0,1,1,2024-02-03 05:56:00,0.0
53417,1,1.0,9,5,2024-01-19 03:00:00,0.0
12518,1,1.0,9,3,2024-01-26 18:59:00,0.0
74380,1,1.0,4,5,2024-03-11 21:31:00,0.0
79204,1,1.0,4,3,2024-02-27 05:32:00,0.0
83506,0,0.0,1,4,2024-02-02 00:34:00,0.0
181563,1,1.0,3,5,2024-05-21 17:00:00,0.0
40926,1,1.0,2,5,2024-01-13 18:47:00,0.0
94797,1,1.0,3,2,2024-04-26 02:58:00,0.0
