window_id,cyber_mean_prob,cyber_mean_uncertainty,cyber_count,cyber_label_any,video_mean_prob,video_mean_uncertainty,video_count,video_label_any,modality_count,w_cyber,w_video,raw_fusion_score,fusion_uncertainty,adjusted_fusion_score,fused_label_or,fused_pred,window_state
46,0.6880727785668599,0.043381622977810674,6.0,1.0,0.4460001585991216,0.8920003171982432,1,1,2,0.8810575765087175,0.11894242349128252,0.6592800744870129,0.14431838708839656,0.6159845583604939,1,1,high_risk
47,0.9895498644069253,0.020900271186149604,6.0,1.0,0.4943295071180036,0.9886590142360072,1,1,2,0.9860219242427232,0.013978075757276867,0.9826276367361951,0.03442767621126755,0.9722993338728149,1,1,high_risk
48,0.6968610214771999,0.09900782221294015,6.0,1.0,0.8954966485700878,0.20900670285982437,1,1,2,0.5028305282228448,0.4971694717771552,0.795616591275095,0.15369590760022991,0.749507818995026,1,1,high_risk
49,0.8347070066862886,0.003863095502353716,6.0,1.0,0.9255551149015402,0.14888977019691962,1,1,2,0.5,0.5,0.8801310607939143,0.07637643284963667,0.8572181309390233,1,1,high_risk
50,0.8288110041286011,0.009657522959009734,6.0,1.0,0.49450109618103627,0.9890021923620725,1,1,2,0.9864391647741205,0.013560835225879506,0.8242774825525453,0.02293825465012811,0.8173960061575068,1,1,high_risk
51,0.6781878425546782,0.048974250911249996,6.0,1.0,0.5007842745934269,0.9984314508131462,1,1,2,0.998043150285219,0.0019568497147810873,0.6778406904333122,0.05083219596207487,0.6625910316446897,1,1,high_risk
52,0.8339133922700008,0.003463122288143383,6.0,1.0,0.842028570996521,0.3159428580069581,1,1,2,0.5390628011301676,0.4609371988698324,0.8376539800205312,0.14749665637395937,0.7934049831083434,1,1,high_risk
53,0.8298540429940359,0.006985007584558482,6.0,1.0,0.912441548037934,0.17511690392413204,1,1,2,0.5,0.5,0.871147795515985,0.09105095575434526,0.8438325087896814,1,1,high_risk
54,0.6626157215937601,0.02115208613459983,6.0,1.0,0.47079966535182904,0.9415993307036581,1,0,2,0.9319657225521332,0.06803427744786683,0.649565654804441,0.08377404934773566,0.6244334400001202,1,1,high_risk
55,0.9883093059466135,0.023381388106773076,6.0,1.0,0.36325397276401344,0.7265079455280269,1,0,2,0.745231412442547,0.25476858755745313,0.8290648415664293,0.20251594801512038,0.7683100571618933,1,1,high_risk
56,0.8323578016230524,0.002374646535468113,6.0,1.0,0.28764946728356533,0.5752989345671307,1,0,2,0.6532206287558351,0.3467793712441649,0.6434641879293487,0.2010529709095989,0.5831482966564691,1,1,high_risk
57,0.6814091464781858,0.05989586296457022,6.0,1.0,0.575029134408351,0.849941731183298,1,1,2,0.8420536152970916,0.15794638470290845,0.6646068081671037,0.1846807515991887,0.6092025826873471,1,1,high_risk
58,0.9982559504830641,0.0034880990338718534,6.0,1.0,0.38640858227542907,0.7728171645508581,1,0,2,0.7788292136425695,0.2211707863574305,0.8629331869258573,0.1736412134218909,0.81084082289929,1,1,high_risk
59,0.8289122741379557,0.008888841100765987,6.0,1.0,0.4917674712940744,0.9835349425881488,1,1,2,0.9798337267928593,0.02016627320714072,0.8221133199334384,0.02854382066363515,0.8135501737343478,1,1,high_risk
60,0.8324763735494489,0.002005269778497798,6.0,1.0,0.4026957434832219,0.8053914869664438,1,1,2,0.8043365701345143,0.19566342986548566,0.7483840213809415,0.1591985725401493,0.7006244496188967,1,1,high_risk
61,0.8250609669155186,0.016544732854079387,6.0,1.0,0.3110612392416801,0.6221224784833602,1,0,2,0.6791877639110703,0.32081223608892984,0.6601635649313735,0.21082148355510213,0.5969171198648429,1,1,high_risk
62,0.5202070442503594,0.04135404004280178,6.0,1.0,0.5561845865578321,0.8876308268843358,1,1,2,0.8768380427278873,0.12316195727211265,0.5246381087787879,0.14558314550415957,0.48096316512754006,1,1,high_risk
63,0.7072639306897424,0.08516691519401687,6.0,1.0,0.8999861788309612,0.20002764233807757,1,1,2,0.5000086383798898,0.4999913616201101,0.803623389952359,0.1425962865554517,0.7608445039857236,1,1,high_risk
64,0.8310080656693013,0.015829473429327185,6.0,1.0,0.5525279673817131,0.8949440652365739,1,1,2,0.8839232684652946,0.11607673153470546,0.7986830060626146,0.11787422189077913,0.7633207394953808,1,1,high_risk
65,0.8524012265206203,0.04984118148751807,6.0,1.0,0.4900274253111482,0.9800548506222964,1,1,2,0.9756750199780546,0.024324980021945355,0.8435864910457235,0.07246861040536204,0.8218459079241148,1,1,high_risk
66,0.6707942529833643,0.02346438586790924,6.0,1.0,0.19881289173710914,0.3976257834742183,1,1,2,0.5704611440888485,0.4295388559111515,0.46805991906225997,0.18418124452184068,0.41280554570570777,1,0,low_risk
67,0.9996088688064501,0.0007822623870998487,6.0,1.0,0.2764640301593332,0.5529280603186664,1,0,2,0.6415026868493452,0.35849731315065486,0.7403633871326949,0.19872504741299085,0.6807458729087976,1,1,high_risk
68,0.8456771888476128,0.053301486602352045,6.0,1.0,0.4620466775079642,0.9240933550159284,1,0,2,0.9133393433892124,0.08666065661078753,0.8124315168389866,0.12876488169040706,0.7738020523318645,1,1,high_risk
69,0.8244109634788311,0.017926523233976754,6.0,1.0,0.4235505436347982,0.8471010872695964,1,1,2,0.8395434072935477,0.16045659270645227,0.7600902663597797,0.1509730485379903,0.7147983517983827,1,1,high_risk
70,0.9961686374103712,0.007662725179257405,6.0,1.0,0.2866922155183416,0.5733844310366832,1,0,2,0.6522010809598039,0.34779891904019616,0.7494135047918172,0.20442012295404594,0.6880874679056035,1,1,high_risk
71,0.8281125264708208,0.010942494254999269,6.0,1.0,0.6285161459220159,0.7429677081559682,1,1,2,0.7568359133138407,0.24316408668615927,0.7795778548888076,0.18894473682446877,0.722894433841467,1,1,high_risk
72,0.6531547685150556,0.02715993435796134,6.0,1.0,0.24839701123890642,0.4967940224778129,1,0,2,0.6138707263460047,0.38612927365399535,0.496865949692196,0.20849940368683606,0.4343161285861452,1,0,low_risk
73,0.20559091057512588,0.08165893714870172,6.0,1.0,0.9034816262311551,0.19303674753768973,1,1,2,0.5,0.5,0.5545362684031405,0.13734784234319572,0.5133319157001818,1,1,high_risk
74,0.664416683269201,0.004549725808784248,6.0,1.0,0.9341182937275431,0.13176341254491386,1,1,2,0.5,0.5,0.799267488498372,0.06815656917684905,0.7788205177453174,1,1,high_risk
75,0.665581424975045,0.0026425586247354103,6.0,1.0,0.603370999266627,0.7932580014667461,1,1,2,0.7946425212870217,0.2053574787129783,0.6528060488019033,0.16500135259831553,0.6033056430224086,1,1,high_risk
76,0.9933618734320718,0.013276253135856342,6.0,1.0,0.9116898903452774,0.17662021930944527,1,1,2,0.5,0.5,0.9525258818886746,0.0949482362226508,0.9240414110218793,1,1,high_risk
77,0.8505134650018628,0.03704612507914586,6.0,1.0,0.9050812401295352,0.18983751974092966,1,1,2,0.5,0.5,0.877797352565699,0.11344182241003777,0.8437648058426876,1,1,high_risk
78,0.9900402576013573,0.019919484797285298,6.0,1.0,0.5063550087784712,0.9872899824430577,1,0,2,0.9843609439008154,0.015639056099184624,0.9824758768606682,0.03504824627866368,0.9719614029770691,1,1,high_risk
79,0.6998852073944675,0.09400879772414496,6.0,1.0,0.9145613080858399,0.17087738382832018,1,1,2,0.5,0.5,0.8072232577401537,0.13244309077623256,0.7674903305072839,1,1,high_risk
80,0.8472739052410114,0.055805666432613754,6.0,1.0,0.40460898692906916,0.8092179738581383,1,0,2,0.8074429883586269,0.1925570116413731,0.7620356714123914,0.20088048888430424,0.7017715247471001,1,1,high_risk
81,0.9785551814197726,0.04288963716045476,6.0,1.0,0.3309275188205972,0.6618550376411944,1,0,2,0.7028981601271599,0.2971018398728402,0.7861438113090107,0.2267853964609119,0.7181081923707371,1,1,high_risk
82,0.537891288805192,0.07627828134244631,6.0,1.0,0.2800649996693678,0.5601299993387356,1,0,2,0.6452289349474809,0.3547710650525191,0.4464219816099369,0.247934870663481,0.3720415204108926,1,0,low_risk
83,0.5321497291488163,0.10645358400497378,6.0,1.0,0.3262626735583449,0.6525253471166897,1,1,2,0.6971831560634517,0.30281684393654823,0.46980366076752106,0.27181331187333,0.3882596672055221,1,0,low_risk
84,0.831483212613002,0.0037002414591129442,6.0,1.0,0.28085376898446995,0.5617075379689399,1,0,2,0.6460509326591812,0.3539490673408189,0.6365884345902891,0.201206403628138,0.5762265135018477,1,1,high_risk
85,0.4990120091470656,0.002212484274368709,6.0,1.0,0.3745688148724288,0.7491376297448576,1,1,2,0.761279519225496,0.23872048077450392,0.4693048699807093,0.1805188141036501,0.41514922574961427,1,0,low_risk
86,0.9383984638522899,0.12320307229542012,6.0,1.0,0.33257819038370107,0.6651563807674021,1,0,2,0.7049429423068658,0.29505705769313423,0.7596469164717982,0.2831102209002227,0.6747138502017314,1,1,high_risk
87,0.9969094507690466,0.006181098461906805,6.0,1.0,0.59470174600707,0.8105965079858599,1,0,2,0.808567997239863,0.19143200276013703,0.9199140243209034,0.16017195135819295,0.8718624389134455,1,1,high_risk
88,0.8253819895920901,0.015946968614059993,6.0,1.0,0.4298674762360866,0.8597349524721732,1,1,2,0.8508239268314653,0.1491760731685346,0.7663806876084776,0.1418199466328082,0.7238347036186351,1,1,high_risk
89,0.8319386128877926,0.0032983934031699524,6.0,1.0,0.5096019300578923,0.9807961398842153,1,1,2,0.9765578984050802,0.02344210159491978,0.8243823636211246,0.026212994884983756,0.8165184651556294,1,1,high_risk
90,0.8457361939778755,0.04804262584448824,6.0,1.0,0.4271170932390962,0.8542341864781924,1,0,2,0.8458753621268987,0.15412463787310127,0.7812166766697478,0.17229660818350828,0.7295276942146953,1,1,high_risk
91,0.6661859533628628,0.0027224110717103587,6.0,1.0,0.8712317477941273,0.25753650441174547,1,0,2,0.518650848002663,0.481349151997337,0.7648845726329723,0.12537695881790653,0.7272714849876003,1,1,high_risk
92,0.8055479524362587,0.08005895319291693,6.0,1.0,0.5711529673284921,0.8576940653430158,1,1,2,0.8489811754090395,0.15101882459096047,0.7701498972952681,0.19749649379048456,0.7109009491581227,1,1,high_risk
93,0.9988243793648718,0.00235124127025658,6.0,1.0,0.9347409032148856,0.13051819357022887,1,1,2,0.5,0.5,0.9667826412898787,0.06643471742024272,0.9468522260638058,1,1,high_risk
94,0.9963857221908357,0.007228555618328765,6.0,1.0,0.9157768056592025,0.168446388681595,1,1,2,0.5,0.5,0.9560812639250191,0.08783747214996189,0.9297300222800305,1,1,high_risk
95,0.8234045445854016,0.019890271545466427,6.0,1.0,0.32282680636657823,0.6456536127331565,1,1,2,0.6930328788866982,0.30696712111330177,0.6697436373909613,0.21197904288809244,0.6061499245245336,1,1,high_risk
96,0.8312931464906751,0.004087792322874799,6.0,1.0,0.41084337122686393,0.8216867424537279,1,1,2,0.8177339863578018,0.18226601364219813,0.7546594420165821,0.15310829372127172,0.7087269539002006,1,1,high_risk
97,0.528733932465325,0.06532368206831078,6.0,1.0,0.913264393959372,0.17347121208125604,1,1,2,0.5,0.5,0.7209991632123485,0.11939744707478342,0.6851799290899134,1,1,high_risk
98,0.8311817411353682,0.004303184395930175,6.0,1.0,0.5343769116022465,0.9312461767955069,1,0,2,0.9208592568250381,0.07914074317496193,0.8076923863481991,0.07766214169525577,0.7843937438396223,1,1,high_risk
99,0.5411237875401449,0.08247135393108292,6.0,1.0,0.3993070767724689,0.7986141535449378,1,0,2,0.7988928571659221,0.20110714283407788,0.5126034340315307,0.2264927862226228,0.4446555981647439,1,0,low_risk
100,0.6534602846198363,0.030475939023466864,6.0,1.0,0.872865662764355,0.2542686744712901,1,1,2,0.5175543684646255,0.48244563153537445,0.7593114508410262,0.13844376660962093,0.71777832085814,1,1,high_risk
101,0.6693419506604504,0.017939079110221783,6.0,1.0,0.20431158336038266,0.4086231667207654,1,0,2,0.574970044681956,0.425029955318044,0.471690114425369,0.1839915194108019,0.4164926586021284,1,0,low_risk
102,0.8316255389635064,0.003474606005092399,6.0,1.0,0.4758094190307759,0.9516188380615518,1,0,2,0.942972375968482,0.057027624031517996,0.8113341910516293,0.057545018798460516,0.7940706854120911,1,1,high_risk
103,0.9937287082460561,0.012542583507887803,6.0,1.0,0.5316075392208925,0.9367849215582149,1,0,2,0.9267678704641067,0.07323212953589328,0.9598865909347268,0.08022681813054622,0.935818545495563,1,1,high_risk
104,0.9942393224019161,0.011521355196167593,6.0,1.0,0.4662374329236472,0.9324748658472944,1,1,2,0.9221634838065459,0.07783651619345415,0.9531414947813664,0.08320516804138248,0.9281799443689517,1,1,high_risk
105,0.8884981322967506,0.1274421815702687,6.0,1.0,0.3208899389425383,0.6417798778850766,1,0,2,0.6907149899443904,0.3092850100556095,0.7129454265075466,0.2865191211469731,0.6269896901634546,1,1,high_risk
106,0.683139446915904,0.04424774801465655,6.0,1.0,0.47307022266143917,0.9461404453228783,1,0,2,0.9369222322545911,0.0630777677454088,0.6698887491779226,0.10113712610674484,0.6395476113458992,1,1,high_risk
107,0.8248842168556497,0.016933033340750785,6.0,1.0,0.17415100693110955,0.34830201386221904,1,0,2,0.5510788109091389,0.44892118909086104,0.5327562904754122,0.16569159010427467,0.48304881344412975,1,1,high_risk
108,0.8312668010993257,0.00413306446801535,6.0,1.0,0.9162161976884922,0.16756760462301568,1,1,2,0.5,0.5,0.873741499393909,0.08585033454551551,0.8479863990302543,1,1,high_risk
109,0.6753082711119118,0.01768747406319506,6.0,1.0,0.1909913300006934,0.3819826600013868,1,0,2,0.5641679952946009,0.4358320047053992,0.4642274477546228,0.17645897525516333,0.4112897551780738,1,0,low_risk
110,0.8082280069751459,0.05025986416369943,6.0,1.0,0.9074381871566025,0.18512362568679497,1,1,2,0.5,0.5,0.8578330970658742,0.1176917449252472,0.8225255735883,1,1,high_risk
111,0.9958855653096349,0.008228869380730197,6.0,1.0,0.9159769918877124,0.16804601622457516,1,1,2,0.5,0.5,0.9559312785986737,0.08813744280265268,0.9294900457578779,1,1,high_risk
112,0.9753595731668564,0.04928085366628717,6.0,1.0,0.30549571536928005,0.6109914307385601,1,0,2,0.6728294653897448,0.32717053461025514,0.7561998566951353,0.23305600346325764,0.6862830556561581,1,1,high_risk
113,0.9508163304403573,0.09836733911928552,6.0,1.0,0.4269904865354065,0.853980973070813,1,0,2,0.8456489533797537,0.15435104662024632,0.8699632631868943,0.21499709436023146,0.8054641348788248,1,1,high_risk
114,0.677970975237785,0.05558698442231752,6.0,1.0,0.8971788449560982,0.20564231008780354,1,1,2,0.5017694618100768,0.49823053818992324,0.7871870301430068,0.1303491300868968,0.7480822911169378,1,1,high_risk
115,0.8495638293144513,0.04560306235778087,6.0,1.0,0.24562633530984546,0.4912526706196909,1,0,2,0.6112715434374941,0.3887284565625059,0.6147961394098131,0.21883974674511852,0.5491442153862776,1,1,high_risk
116,0.8431929318141057,0.030880333510640345,6.0,1.0,0.4556890906497093,0.9113781812994186,1,1,2,0.900270489835404,0.09972951016459597,0.804547363547881,0.11869195257159618,0.7689397777764022,1,1,high_risk
117,0.6696131348649925,0.010353065493829064,6.0,1.0,0.3935770621789208,0.7871541243578416,1,0,2,0.7898536383857899,0.21014636161421021,0.6116051585157389,0.17359498171216722,0.5595266640020887,1,1,high_risk
118,0.8330501576491405,0.0031682665879375995,6.0,1.0,0.512341161463316,0.975317677073368,1,0,2,0.970070508072685,0.02992949192731495,0.8234515003367796,0.03226420452120528,0.8137722389804181,1,1,high_risk
119,0.680055599047621,0.06293774600635767,6.0,1.0,0.25729435682389395,0.5145887136477879,1,0,2,0.6223688935159966,0.3776311064840035,0.5204078033681232,0.23349520066136184,0.45035924316971465,1,1,high_risk
120,0.5018177696196225,0.006070271975623709,6.0,1.0,0.5690375417413948,0.8619249165172105,1,1,2,0.8528102004690729,0.14718979953092712,0.5117118344027408,0.13204334553331276,0.472098830742747,1,1,high_risk
121,0.827435805081555,0.012034295920214452,6.0,1.0,0.3944903673230462,0.7889807346460924,1,1,2,0.7912806683460772,0.20871933165392276,0.737071722669984,0.17419803734197514,0.6848123114673914,1,1,high_risk
122,0.8063267772968419,0.05537507847480735,6.0,1.0,0.9160413203609533,0.16791735927809337,1,1,2,0.5,0.5,0.8611840488288975,0.11164621887645036,0.8276901831659624,1,1,high_risk
123,0.8327509314184608,0.0011648038297450425,6.0,1.0,0.4047344789263243,0.8094689578526486,1,0,2,0.8076475809033676,0.1923524190966324,0.7504209313684396,0.1566440632219075,0.7034277124018673,1,1,high_risk
124,0.837306608445522,0.012135900090005184,6.0,1.0,0.31373468317049075,0.6274693663409815,1,0,2,0.6822849459408209,0.317715054059179,0.670959925902897,0.20763660558435612,0.6086689442275901,1,1,high_risk
125,0.9979596069892401,0.004080786021519733,6.0,1.0,0.19863279192488087,0.39726558384976174,1,1,2,0.5703146588472361,0.4296853411527639,0.6545005917657587,0.1730265300124284,0.6025926327620301,1,1,high_risk
126,0.6839834621657781,0.04324997516649137,6.0,1.0,0.4267927290384439,0.8535854580768878,1,0,2,0.8452955492150425,0.15470445078495748,0.6441949110503332,0.16861248100170756,0.593611166749821,1,1,high_risk
127,0.9969052970790009,0.006189405841998304,6.0,1.0,0.2856964516128537,0.5713929032257073,1,1,2,0.6511438865202712,0.34885611347972867,0.7487957433772756,0.20336410126442903,0.6877865129979469,1,1,high_risk
128,0.8451195574342728,0.028984344266345368,6.0,1.0,0.6176297662068297,0.7647404675863405,1,0,2,0.7727530874647801,0.22724691253521986,0.7934232047445546,0.19618265166969676,0.7345684092436456,1,1,high_risk
129,0.8307829154007994,0.005364920483155271,6.0,1.0,0.24569093861198094,0.49138187722396187,1,0,2,0.6113318974239171,0.38866810257608275,0.6033763269497998,0.19426420887940668,0.5450970642859778,1,1,high_risk
130,0.6583211193180883,0.017695727569147595,6.0,1.0,0.29258594694269296,0.5851718938853859,1,0,2,0.6585293803899884,0.34147061961001146,0.5334333033938876,0.2114721656950674,0.4699916536853674,1,1,high_risk
131,0.990413742824948,0.019172514350103993,6.0,1.0,0.9219299914936359,0.15614001701272828,1,1,2,0.5,0.5,0.9561718671592919,0.08765626568141614,0.9298749874548671,1,1,high_risk
